"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_name"	"gene_chr"	"gene_start"	"gene_end"	"gene_strand"	"gene_length"	"gene_biotype"	"gene_description"
"ENSG00000127399"	2472.58347126808	-2.06869427848604	0.0616774846353323	-33.5405098103007	1.23812910134426e-246	3.2840307060483e-244	"LRRC61"	"7"	150322639	150338150	"+"	2735	"protein_coding"	"leucine rich repeat containing 61 [Source:HGNC Symbol;Acc:HGNC:21704]"
"ENSG00000065809"	3911.79150309439	2.01418507750889	0.0601504342554655	33.4857944492042	7.75948084504313e-246	2.02325175118887e-243	"FAM107B"	"10"	14518557	14774897	"-"	7019	"protein_coding"	"family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]"
"ENSG00000170421"	6547.59165429713	-2.00138981416246	0.0600681381049757	-33.3186590645578	2.07269349993547e-243	5.31438613383456e-241	"KRT8"	"12"	52897187	52949954	"-"	6881	"protein_coding"	"keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]"
"ENSG00000210082"	133408.521742766	1.67570747417905	0.050918142302843	32.9098313173434	1.58992109745376e-237	4.00972887921782e-235	"MT-RNR2"	"MT"	1671	3229	"+"	1559	"Mt_rRNA"	"mitochondrially encoded 16S RNA [Source:HGNC Symbol;Acc:HGNC:7471]"
"ENSG00000183696"	5339.1310684298	1.78236462759878	0.0542211366305708	32.8721369259134	5.49937226516028e-237	1.36455391818106e-234	"UPP1"	"7"	48088628	48108733	"+"	4577	"protein_coding"	"uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]"
"ENSG00000115008"	6640.04006142309	5.23138306194143	0.159512943092381	32.7959785615122	6.71908647639654e-236	1.64073692623626e-233	"IL1A"	"2"	112773915	112784590	"-"	2124	"protein_coding"	"interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]"
"ENSG00000067225"	34248.2050626815	-1.5415170186889	0.0471735882457745	-32.6775442787517	3.25615788377832e-234	7.82698951313215e-232	"PKM"	"15"	72199029	72231822	"-"	8571	"protein_coding"	"pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]"
"ENSG00000214049"	4217.12797396352	-1.91886593652045	0.0592931809511351	-32.3623375528095	9.30345857554394e-230	2.20191394963335e-227	"UCA1"	"19"	15828206	15836326	"+"	4152	"lincRNA"	"urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]"
"ENSG00000188707"	1122.03921142064	-2.80382535449708	0.0867055419742334	-32.3373257424572	2.09112182019205e-229	4.87421486088401e-227	"ZBED6CL"	"7"	150329789	150332721	"+"	2933	"protein_coding"	"ZBED6 C-terminal like [Source:HGNC Symbol;Acc:HGNC:21720]"
"ENSG00000154760"	922.516238532712	-3.16516221952951	0.0987341300800929	-32.0574275274612	1.72983342233215e-225	3.97190408494892e-223	"SLFN13"	"17"	35435096	35448837	"-"	9329	"protein_coding"	"schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]"
"ENSG00000031698"	6577.24791487255	1.51225958069282	0.0471876725594586	32.047767958619	2.35829800141025e-225	5.33530241966106e-223	"SARS"	"1"	109213918	109238169	"+"	3836	"protein_coding"	"seryl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:10537]"
"ENSG00000146648"	15314.599050146	1.3968163622853	0.0438729525293095	31.8377561061603	1.94469538501041e-222	4.3358251888406e-220	"EGFR"	"7"	55019021	55211628	"+"	12521	"protein_coding"	"epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]"
"ENSG00000140941"	2895.95500965315	1.77597600356239	0.0561130638583274	31.6499560253263	7.59384719895662e-220	1.66891064726784e-217	"MAP1LC3B"	"16"	87383995	87404779	"+"	5313	"protein_coding"	"microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]"
"ENSG00000211459"	13786.9087686664	1.62623763969786	0.051698793118007	31.4560078024613	3.47419330697488e-217	7.5277450471129e-215	"MT-RNR1"	"MT"	648	1601	"+"	954	"Mt_rRNA"	"mitochondrially encoded 12S RNA [Source:HGNC Symbol;Acc:HGNC:7470]"
"ENSG00000118523"	3037.74849295565	-1.76762272383212	0.056357445591103	-31.3644932855362	6.17296190240883e-216	1.31895619314802e-213	"CTGF"	"6"	131948176	131951373	"-"	2339	"protein_coding"	"connective tissue growth factor [Source:HGNC Symbol;Acc:HGNC:2500]"
"ENSG00000178607"	1548.01793277286	2.19472883038847	0.0704229727029388	31.1649557829143	3.18126134858977e-213	6.70418145023355e-211	"ERN1"	"17"	64039142	64130819	"-"	10864	"protein_coding"	"endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]"
"ENSG00000165891"	3714.94581343196	1.7916744820666	0.0575070123076562	31.1557566663581	4.23854534387053e-213	8.81159210406814e-211	"E2F7"	"12"	77021247	77065580	"-"	6303	"protein_coding"	"E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]"
"ENSG00000214517"	3166.17445470726	-1.75246029646557	0.0565465152444435	-30.9914817719519	7.02124964758428e-211	1.44019872771249e-208	"PPME1"	"11"	74171099	74254703	"+"	7917	"protein_coding"	"protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:HGNC:30178]"
"ENSG00000069122"	8349.40352950808	-1.6089750036729	0.0519969769762018	-30.9436259036618	3.09527714644774e-210	6.26549258170421e-208	"ADGRF5"	"6"	46852512	46954943	"-"	6650	"protein_coding"	"adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]"
"ENSG00000122861"	12815.9361579194	1.34990266775723	0.0439643788116494	30.7044635735769	4.96203171424648e-207	9.91375271324259e-205	"PLAU"	"10"	73909177	73917497	"+"	2950	"protein_coding"	"plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]"
"ENSG00000092969"	3220.27645007465	-1.88705426353975	0.061609998534926	-30.6290262686827	5.02839814788127e-206	9.91754834705198e-204	"TGFB2"	"1"	218346235	218444619	"+"	5151	"protein_coding"	"transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]"
"ENSG00000064300"	577.072082500955	4.50174635266008	0.147019631720552	30.6200355692414	6.62420511716815e-206	1.28995913319639e-203	"NGFR"	"17"	49495293	49515017	"+"	4150	"protein_coding"	"nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]"
"ENSG00000145386"	2453.5170588254	-2.02883067070517	0.0664197299857906	-30.5456025060506	6.4685167729127e-205	1.24389577543111e-202	"CCNA2"	"4"	121816444	121823933	"-"	2798	"protein_coding"	"cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]"
"ENSG00000177084"	2845.38947000651	-1.84341576110304	0.0604470264196928	-30.4963845252523	2.90999850095508e-204	5.52684159736951e-202	"POLE"	"12"	132623753	132687365	"-"	16609	"protein_coding"	"DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]"
"ENSG00000113368"	1848.49234316702	-2.03042347568598	0.0666383194380814	-30.4693079418456	6.64862621668998e-204	1.24734714289706e-201	"LMNB1"	"5"	126776623	126837020	"+"	3633	"protein_coding"	"lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]"
"ENSG00000137962"	8199.12971728555	1.73938185821939	0.0572291865166214	30.3932654662881	6.74221826890662e-203	1.24966609456457e-200	"ARHGAP29"	"1"	94148988	94275068	"-"	15524	"protein_coding"	"Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]"
"ENSG00000141682"	3569.17993179315	1.78049229847985	0.0586356404294741	30.3653594543987	1.57536337294868e-202	2.88516549160031e-200	"PMAIP1"	"18"	59899948	59904306	"+"	2235	"protein_coding"	"phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]"
"ENSG00000146072"	4809.32147006206	-1.5625615036079	0.0519148725051578	-30.0985330061758	5.06432235787738e-199	9.16582766512772e-197	"TNFRSF21"	"6"	47231532	47309905	"-"	3595	"protein_coding"	"TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]"
"ENSG00000132561"	4745.38896327906	-1.62938741516034	0.0543634592466539	-29.9721069582346	2.26708967868883e-197	4.05545437406384e-195	"MATN2"	"8"	97868840	98036716	"+"	6933	"protein_coding"	"matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]"
"ENSG00000137845"	6231.65831337892	-1.7014452167635	0.0570629420955292	-29.8169907523364	2.35286322774687e-195	4.16051125237447e-193	"ADAM10"	"15"	58588807	58749978	"-"	16168	"protein_coding"	"ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]"
"ENSG00000076382"	1591.87742457816	-2.19684088884366	0.0737773915429137	-29.7766137145936	7.84668880096629e-195	1.37174386947802e-192	"SPAG5"	"17"	28577565	28599279	"-"	5472	"protein_coding"	"sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]"
"ENSG00000272620"	538.815525034178	-5.20994389747559	0.176163860215927	-29.5744194699734	3.18787056365719e-192	5.51035963497778e-190	"AFAP1-AS1"	"4"	7754090	7778928	"+"	6795	"antisense"	"AFAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28141]"
"ENSG00000135069"	4013.28170375101	1.57965025364455	0.053508962360156	29.5212275471219	1.53767219663667e-191	2.62839434145095e-189	"PSAT1"	"9"	78297143	78330093	"+"	2188	"protein_coding"	"phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]"
"ENSG00000166689"	837.813875292266	-3.15516014755911	0.106952870078931	-29.5004719857505	2.83909596529608e-191	4.79963212418845e-189	"PLEKHA7"	"11"	16777317	17014443	"-"	10987	"protein_coding"	"pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]"
"ENSG00000100297"	1389.79284494873	-2.21208126667008	0.0749982462329311	-29.4951065895561	3.32654584404697e-191	5.56256318095854e-189	"MCM5"	"22"	35400063	35425430	"+"	7338	"protein_coding"	"minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]"
"ENSG00000204634"	990.564994196272	2.47763876604801	0.0848430345782569	29.2026184396164	1.79630467208132e-187	2.97143559949452e-185	"TBC1D8"	"2"	101007617	101252866	"-"	6030	"protein_coding"	"TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]"
"ENSG00000148400"	2568.09889511982	1.6898694640894	0.0581665794643642	29.0522406448999	1.4417111351609e-185	2.35949830886333e-183	"NOTCH1"	"9"	136494433	136545786	"-"	10377	"protein_coding"	"notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]"
"ENSG00000113013"	14645.3546382596	1.29278191153033	0.0448692878365894	28.8121780813314	1.50967368056136e-182	2.44471788439537e-180	"HSPA9"	"5"	138553756	138575724	"-"	8254	"protein_coding"	"heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]"
"ENSG00000119922"	2164.41281152698	1.86644901991303	0.0647916629239415	28.806931874924	1.75631182645361e-182	2.81448970189191e-180	"IFIT2"	"10"	89283694	89309276	"+"	4101	"protein_coding"	"interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]"
"ENSG00000116761"	881.316968187585	2.55482826380832	0.0889024068662754	28.7374476559585	1.29985572570643e-181	2.06154437982142e-179	"CTH"	"1"	70411218	70439851	"+"	2414	"protein_coding"	"cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501]"
"ENSG00000086061"	3387.7703174267	-1.68713822096921	0.0595617744870422	-28.3258555591935	1.66050363309606e-176	2.60665182566835e-174	"DNAJA1"	"9"	33025211	33039907	"+"	2730	"protein_coding"	"DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]"
"ENSG00000028137"	1278.48777209266	2.2713492092995	0.0802064186904587	28.3187960064061	2.0285323344254e-176	3.15221630634347e-174	"TNFRSF1B"	"1"	12167003	12209228	"+"	3766	"protein_coding"	"TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]"
"ENSG00000146678"	493.702792725617	3.99612227698505	0.141368612861163	28.2673939858887	8.70107909333241e-176	1.33857400771826e-173	"IGFBP1"	"7"	45888357	45893668	"+"	1653	"protein_coding"	"insulin like growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5469]"
